angle,x,y,z,xwf
0.0,15.452236867121197,-5.925886719361328,0.0,-1.0
0.0,15.43185634468501,-5.9593322419709995,0.0,-1.0
0.0,15.411584571909867,-5.992771346780223,0.0,-1.0
0.0,15.391420541866506,-6.026203968017851,0.0,-1.0
0.0,15.371363252182148,-6.059630039997308,0.0,-1.0
0.0,15.353949170040021,-6.087900889587304,0.0,-1.0
0.0,15.334097753392326,-6.121320729995454,0.0,-1.0
0.0,15.314350167834691,-6.154733840352258,0.0,-1.0
0.0,15.294705428151694,-6.188140155418787,0.0,-1.0
0.0,15.275162553392645,-6.221539609964554,0.0,-1.0
0.0,15.255720566812455,-6.254932138751992,0.0,-1.0
0.0,15.236378495815018,-6.288317676520359,0.0,-1.0
0.0,15.219641030874415,-6.31659562820554,0.0,-1.0
0.0,15.200491751371509,-6.349974163062035,0.0,-1.0
0.0,15.181439561972306,-6.383345528509364,0.0,-1.0
0.0,15.162483505678269,-6.416709659296653,0.0,-1.0
0.0,15.143622629364103,-6.450066490068616,0.0,15.143622629364103
0.0,15.127340635150563,-6.478349742155347,0.0,15.127340635150563
0.0,15.108663464372686,-6.511699036747497,0.0,15.108663464372686
0.0,15.09007870280403,-6.545040853430698,0.0,15.09007870280403
0.0,15.071585411864607,-6.578375126530385,0.0,15.071585411864607
0.0,15.055651438679982,-6.606662973163402,0.0,15.055651438679982
0.0,15.037334730943922,-6.639989293218091,0.0,15.037334730943922
0.0,15.019106763883894,-6.673307891448331,0.0,15.019106763883894
0.0,15.000966612660159,-6.706618701587649,0.0,15.000966612660159
0.0,14.985367243990641,-6.7349105056724285,0.0,14.985367243990641
0.0,14.967396654278932,-6.768212947096936,0.0,14.967396654278932
0.0,14.949511188968197,-6.801507421022689,0.0,14.949511188968197
0.0,14.934153011531054,-6.829803193882476,0.0,14.934153011531054
0.0,14.916431933288491,-6.8630889959430155,0.0,14.916431933288491
0.0,14.89879331517158,-6.896366649861032,0.0,14.89879331517158
0.0,14.88366903203572,-6.924666063692483,0.0,14.88366903203572
0.0,14.866189676495392,-6.957934741804679,0.0,14.866189676495392
0.0,14.848790142772756,-6.991195089412695,0.0,14.848790142772756
0.0,14.833892522651729,-7.01949781952542,0.0,14.833892522651729
0.0,14.816647174719156,-7.052748885644998,0.0,14.816647174719156
0.0,14.80189539326925,-7.081055567310696,0.0,14.80189539326925
0.0,14.784800909283184,-7.114297160120252,0.0,14.784800909283184
0.0,14.767781924195162,-7.147530121277998,0.0,14.767781924195162
0.0,14.753244940821876,-7.175839596607051,0.0,14.753244940821876
0.0,14.73637181695771,-7.20906277417958,0.0,14.73637181695771
0.0,14.721972897918466,-7.2373758783775735,0.0,14.721972897918466
0.0,14.705242359845334,-7.270589077355565,0.0,14.705242359845334
0.0,14.690978442270696,-7.298905687638227,0.0,14.690978442270696
0.0,14.674387231852256,-7.3321087114078125,0.0,14.674387231852256
0.0,14.65786558391289,-7.365302673741038,0.0,14.65786558391289
5.0,25.794620495792095,-0.00535226980677815,0.0,-1.0
5.0,25.68861858849176,-0.00535226980677815,0.0,-1.0
5.0,25.575442962891845,-0.00535226980677815,0.0,-1.0
5.0,25.463275565134346,-0.00535226980677815,0.0,-1.0
5.0,25.352109695154322,-0.00535226980677815,0.0,-1.0
5.0,25.241938667800163,-0.00535226980677815,0.0,-1.0
5.0,25.140460910806496,-0.00535226980677815,0.0,-1.0
5.0,25.032180761160653,-0.00535226980677815,0.0,-1.0
5.0,24.9248763080939,-0.00535226980677815,0.0,-1.0
5.0,24.818540932682215,-0.00535226980677815,0.0,-1.0
5.0,24.720568616395187,-0.00535226980677815,0.0,-1.0
5.0,24.616075882146724,-0.00535226980677815,0.0,-1.0
5.0,24.512533275464104,-0.00535226980677815,0.0,-1.0
5.0,24.41711563903189,-0.00535226980677815,0.0,-1.0
5.0,24.315380161775384,-0.00535226980677815,0.0,-1.0
5.0,24.214576048043938,-0.00535226980677815,0.0,-1.0
5.0,24.121665261874377,-0.00535226980677815,0.0,-1.0
5.0,24.02263308944288,-0.00535226980677815,0.0,-1.0
5.0,23.931345344965802,-0.00535226980677815,0.0,-1.0
5.0,23.83406231214279,-0.00535226980677815,0.0,-1.0
5.0,23.744377425972445,-0.00535226980677815,0.0,-1.0
5.0,23.64882089930951,-0.00535226980677815,0.0,-1.0
5.0,23.560718802115268,-0.00535226980677815,0.0,-1.0
5.0,23.46686633274294,-0.00535226980677815,0.0,-1.0
5.0,23.38032708613148,-0.00535226980677815,0.0,-1.0
5.0,23.28815642448891,-0.00535226980677815,0.0,-1.0
5.0,23.203160236339052,-0.00535226980677815,0.0,-1.0
5.0,23.118898079526044,-0.00535226980677815,0.0,-1.0
5.0,23.029176583744334,-0.00535226980677815,0.0,-1.0
5.0,22.94642863329484,-0.00535226980677815,0.0,-1.0
5.0,22.864401160915744,-0.00535226980677815,0.0,-1.0
5.0,22.77707498087163,-0.015227685132777162,0.014486943991228405,-1.0
5.0,22.69649963070197,-0.02999246513638645,0.03498472281850938,-1.0
5.0,22.616601271899363,-0.04569126193606777,0.05547882840949516,-1.0
5.0,22.537373501307723,-0.06231257142834575,0.07594139966824118,-1.0
5.0,22.453012580947107,-0.08244598757316943,0.09928559083236742,-1.0
5.0,22.37515724131443,-0.10099462740246892,0.11958884201195864,-1.0
5.0,22.297952630857527,-0.12042002297024644,0.13978241543357905,-1.0
5.0,22.221392426069254,-0.14070544680985816,0.15984447778470226,-1.0
5.0,22.145470330883807,-0.16183326574214696,0.17975466700583817,-1.0
5.0,22.070180079860645,-0.18378507135788438,0.19949408037320057,-1.0
5.0,21.9955154411247,-0.20654180440198694,0.21904525397882912,-1.0
5.0,21.916013751510302,-0.2334961210195422,0.24114043834101626,-1.0
5.0,21.842627145867016,-0.2579039630289852,0.2602325019639786,-1.0
5.0,21.76984700990832,-0.2830535269263755,0.2790906537373301,-1.0
5.0,21.6976672801358,-0.3089242598581189,0.2977030290085358,-1.0
5.0,21.626081937937084,-0.3354954864584276,0.31605899670764454,-1.0
5.0,21.55508501118018,-0.3627464891211773,0.3341491076116604,-1.0
5.0,21.484670575622467,-0.3906565810983118,0.3519650405023523,-1.0
5.0,21.414832756142342,-0.4192051726253779,0.36949954688509684,-1.0
5.0,21.345565727806118,-0.44837183032416156,0.3867463948687339,-1.0
5.0,21.276863716778834,-0.478136330171554,0.4037003127401193,-1.0
5.0,21.213753108252604,-0.5042063817518987,0.4180187927312439,-1.0
5.0,21.14612497845273,-0.5350378872845134,0.4344191988269677,-1.0
5.0,21.079045438008254,-0.5664111103416416,0.4505162164772899,-1.0
5.0,21.01250891469461,-0.5983070057868903,0.4663077629795983,-1.0
5.0,20.946509890074665,-0.6307069155954578,0.48179245124481535,-1.0
5.0,20.88104289969922,-0.663592590989462,0.4969695390403398,-1.0
5.0,20.816102533217304,-0.6969462105315161,0.5118388800433841,-1.0
5.0,20.75645620662039,-0.7260587677962319,0.524369126671663,-1.0
5.0,20.692517851222576,-0.7602455834077712,0.5386686670637472,-1.0
5.0,20.629090732503514,-0.7948519053014647,0.5526627747994647,-1.0
5.0,20.566169647765477,-0.8298616559449359,0.5663531874922103,-1.0
5.0,20.5083862957207,-0.8603829275127572,0.5778781121899703,-1.0
5.0,20.44642864195963,-0.8961107625615615,0.591010190226383,-1.0
5.0,20.384962223091073,-0.9321986528197758,0.6038454344643951,-1.0
5.0,20.328522356068877,-0.9636396615741715,0.6146428625729353,-1.0
5.0,20.26799161767193,-1.0003685215810876,0.6269345668935877,-1.0
5.0,20.20793774501746,-1.0374178262175848,0.6389386944591823,-1.0
5.0,20.15280365465426,-1.069681181348126,0.6490301001115436,-1.0
5.0,20.09365850161717,-1.1073011896764304,0.6605093291063485,-1.0
5.0,20.034976267780838,-1.145205686933432,0.6717119505639647,-1.0
5.0,19.981111274051198,-1.1782027523180176,0.6811232249348653,-1.0
5.0,19.923311575215827,-1.2166142759538119,0.6918222780951367,-1.0
5.0,19.870263627556366,-1.2500478386554446,0.7008066020471776,-1.0
5.0,19.813329698632856,-1.288928312288484,0.7110169015515777,-1.0
5.0,19.76108372317148,-1.3227665672157611,0.7195870128230287,-1.0
5.0,19.70499911586664,-1.3620804194439953,0.7293239047153538,-1.0
5.0,19.65354030999142,-1.3962936392776601,0.7374929493841569,-1.0
5.0,19.598288887907245,-1.4360076814260596,0.746772124578962,-1.0
5.0,19.54760271676725,-1.4705681141905413,0.7545535063154444,-1.0
5.0,19.493168650250084,-1.5106514137815703,0.7633908415092377,-1.0
5.0,19.443240842999955,-1.545533177356228,0.7707980931191962,-1.0
5.0,19.38960860380864,-1.5859569300283207,0.7792095162205204,-1.0
5.0,19.340425149655996,-1.6211359057415544,0.7862561910801208,-1.0
5.0,19.291596833354884,-1.6564488030297926,0.7931404589276854,-1.0
5.0,19.239126649607773,-1.6973270347530798,0.8009571495083003,-1.0
5.0,19.19102245715155,-1.7329047691137816,0.8075004892317524,-1.0
5.0,19.143263878479583,-1.7686021311145164,0.8138904014929307,-1.0
5.0,19.091923442288262,-1.8098830776793406,0.8211456816906636,-1.0
5.0,19.04486929580905,-1.845816123257548,0.8272139558419159,-1.0
5.0,18.998151487201678,-1.881855918953068,0.8331375844403857,-1.0
5.0,18.94790937936607,-1.9234930438644582,0.8398639501586294,-1.0
5.0,18.90187683615153,-1.9597422880635722,0.8454847008595013,-1.0
5.0,18.8561715974751,-1.9960866866417228,0.8509693212135266,-1.0
5.0,18.81079079292285,-2.0325227991102803,0.8563204375620098,-1.0
5.0,18.761958635109988,-2.0745684175486723,0.8623980524047979,-1.0
5.0,18.71723851487087,-2.1111833774633553,0.8674699711963204,-1.0
5.0,18.672834106679847,-2.1478799524147387,0.8724164797069365,-1.0
5.0,18.628742637946495,-2.1846551435837256,0.8772400636736629,-1.0
5.0,18.584961359314068,-2.2215060494213965,0.8819431733000681,-1.0
5.0,18.54148754448781,-2.258429862399646,0.8865282226562184,-1.0
5.0,18.49831849006216,-2.2954238658524315,0.8909975891833098,-1.0
5.0,18.451816214643426,-2.338035176683457,0.8960772408425509,-1.0
5.0,18.409267254820296,-2.3751642773995325,0.900305059866284,-1.0
5.0,18.36701484732271,-2.412355599824316,0.9044244638542233,-1.0
5.0,18.325056381239442,-2.4496067728762974,0.9084376735820003,-1.0
5.0,18.283389267622283,-2.486915501419881,0.9123468720864145,-1.0
5.0,18.242010939307725,-2.5242795636489848,0.9161542046564998,-1.0
5.0,18.20091885073665,-2.561696808553582,0.9198617788827295,-1.0
5.0,18.16011047777388,-2.5991651534668203,0.9234716647593617,-1.0
5.0,18.119583317527116,-2.636682581691755,0.9269858948353624,-1.0
5.0,18.07933488816513,-2.6742471402052996,0.9304064644094833,-1.0
5.0,18.03936272873615,-2.7118569374379584,0.933735331765496,-1.0
5.0,17.999664398984972,-2.749510141127325,0.9369744184437888,-1.0
5.0,17.960237479170416,-2.7872049762434226,0.9401256095457883,-1.0
5.0,17.92107956988254,-2.824939722984215,0.9431907540679668,-1.0
5.0,17.882188291858963,-2.8627127148390183,0.9461716652622917,-1.0
5.0,17.84356128580236,-2.9005223367181983,0.9490701210204091,-1.0
5.0,17.805196212196726,-2.938367023147135,0.9518878642787735,-1.0
5.0,17.770439973609527,-2.970690966771351,0.9541506102529982,-1.0
5.0,17.73257685948931,-3.0086030830506543,0.9568239913947115,-1.0
5.0,17.69496896889113,-3.0465460311158608,0.9594214332825488,-1.0
5.0,17.65761403750855,-3.084518421049113,0.9619445489472316,-1.0
5.0,17.620509819932376,-3.122518904656462,0.9643949186216996,-1.0
5.0,17.583654089466364,-3.1605461739993803,0.966774090226859,-1.0
5.0,17.547044637945287,-3.1985989599781446,0.9690835798648089,-1.0
5.0,17.51392779003711,-3.231137313679768,0.9709260848843552,-1.0
5.0,17.477790669709588,-3.2692404214598842,0.9731109985584787,-1.0
5.0,17.441893492190676,-3.3073656042635617,0.9752303782773066,-1.0
5.0,17.406234119735306,-3.345511730567026,0.9772856227234422,-1.0
5.0,17.374005317659407,-3.378150827857693,0.9789180879903826,-1.0
5.0,17.338802225632566,-3.416339060663454,0.9808587048272425,-1.0
5.0,17.30383080242192,-3.4545451631649953,0.9827390117763205,-1.0
5.0,17.269088978022204,-3.4927681238338644,0.9845602974854444,-1.0
5.0,17.237718604540788,-3.5254939068689213,0.985999595133129,-1.0
5.0,17.203417509567327,-3.5637516231975943,0.9877154257206365,-1.0
5.0,17.169340069431932,-3.602023445048637,0.9893757586062466,-1.0
5.0,17.138591598822966,-3.634806709684929,0.9906822712233574,-1.0
5.0,17.104943618892122,-3.6731083264893085,0.9922434688977693,-1.0
5.0,17.071513487856578,-3.7114215077677786,0.9937524824370686,-1.0
5.0,17.041371348167598,-3.744255838593972,0.9949342303352595,-1.0
5.0,17.008359666045465,-3.782594230346116,0.9963500522856971,-1.0
5.0,16.978609464349667,-3.815460500485339,0.9974550361368207,-1.0
5.0,16.946009128207297,-3.8538212972232144,0.9987813328398182,-1.0
5.0,16.91361731081678,-3.8921898709273335,1.0000604808558133,-1.0
5.0,16.884448389427945,-3.9250976307588092,1.0010528993022625,-1.0
5.0,16.852457316788318,-3.9634845709963673,1.0022478884695427,-1.0
5.0,16.823664161520217,-3.9964183962250432,1.0031710679195769,-1.0
5.0,16.792066992514478,-4.034821225916253,1.0042852071952457,-1.0
5.0,16.763643349107948,-4.067778987230637,1.0051419051411306,-1.0
5.0,16.73243334254618,-4.1061953451831155,1.0061783717966535,-1.0
5.0,16.70437304572137,-4.1391750120484,1.0069712365810068,-1.0
5.0,16.673543558264655,-4.177602645923167,1.0079330810266718,-1.0
5.0,16.64584052990923,-4.210602280786835,1.0086646557677748,-1.0
5.0,16.6153850140061,-4.2490390405006835,1.009554806251293,-1.0
5.0,16.58803326137033,-4.282056793351013,1.0102275326705248,-1.0
5.0,16.560850097337816,-4.315085212851032,1.010874252749748,-1.0
5.0,16.53093887710946,-4.353534728140105,1.0116650219925263,-1.0
5.0,16.50409827212538,-4.38657869613379,1.0122562835124003,-1.0
5.0,16.47454518761888,-4.425032431433545,1.012982071226285,-1.0
5.0,16.448041352434082,-4.458090292948684,1.0135200822238875,-1.0
5.0,16.42169921197311,-4.491156903522515,1.0140345839213323,-1.0
5.0,16.39266739763808,-4.529616578600576,1.01467030799905,-1.0
5.0,16.36665360230199,-4.562694779846721,1.0151346235461465,-1.0
5.0,16.33796463130385,-4.601154272798829,1.0157114314795166,-1.0
5.0,16.31227358457181,-4.63424257814088,1.0161275560883782,-1.0
5.0,16.286737564776473,-4.667337911541192,1.016522428228324,-1.0
5.0,16.258547617717948,-4.705797215327185,1.017017589997439,-1.0
5.0,16.233326198165333,-4.738900580478546,1.0173670393593008,-1.0
5.0,16.208255928272116,-4.772010032128428,1.0176964707932141,-1.0
5.0,16.18333556507046,-4.805125281627424,1.0180062577465006,-1.0
5.0,16.15578842144778,-4.843581321579369,1.0184012046724817,-1.0
5.0,16.131172106505243,-4.876702055384579,1.0186689623955263,-1.0
5.0,16.10670191740078,-4.909827718005185,1.018918215303554,-1.0
5.0,16.082376641480973,-4.9429580429211475,1.019149308049335,-1.0
5.0,16.05545021382167,-4.981405417296531,1.0194513930158156,-1.0
5.0,16.031418696740033,-5.014538869931848,1.0196435885378727,-1.0
